2.000000	0.750761
2.250000	1.032578
2.500000	0.941183
2.750000	0.785470
3.000000	0.885754
3.250000	1.081474
3.500000	1.079006
3.750000	1.105212
4.000000	0.956327
4.250000	1.010052
4.500000	1.148074
4.750000	1.140747
5.000000	1.177913
5.250000	0.786074
5.500000	0.778953
5.750000	0.786450
6.000000	0.782843
6.250000	0.777774
6.500000	0.770256
6.750000	0.777980
7.000000	0.758311
7.250000	0.682740
7.500000	0.628678
7.750000	0.688513
8.000000	0.560305
8.250000	0.524144
8.500000	0.524201
8.750000	0.465874
9.000000	0.450106
9.250000	0.451895
9.500000	0.440700
9.750000	0.456895
10.000000	0.449421
10.250000	0.452783
10.500000	0.402420
10.750000	0.421801
11.000000	0.436954
11.250000	0.431078
11.500000	0.397681
11.750000	0.376642
12.000000	0.363754
12.250000	0.334382
12.500000	0.322947
12.750000	0.310125
13.000000	0.244730
13.250000	0.226866
13.500000	0.280464
13.750000	0.215903
14.000000	0.200781
14.250000	0.250249
14.500000	0.244107
14.750000	0.238069
15.000000	0.235510
15.250000	0.241781
15.500000	0.222098
15.750000	0.188417
16.000000	0.155010
